artist_name,birth_year,title,artwork_date
Jorge Demirjian,1932,De la Pata del Caballo (From the Horse's Leg),1967.0
Garth Evans,1934,Collage D,1967.0
Idelle L. Feinberg,1932,Observation of Sound,1955.0
Richard Gross,1943,Untitled III,1969.0
Werner Knaupp,1936,Volcano,1968.0
Mark Lancaster,1938,Going Outside (Fifth Spread),1966.0
Bridget Riley,1931,Scale Study for Cataract Series,1967.0
Paul Wunderlich,1927,Chair Man,1967.0
Chris Hendrik Beekman,1887,"Study in Black, Grey and White",1920.0
Ella Bergmann-Michel,1896,Des Mondes Licht (Moonlight),1922.0
Henryk Berlewi,1894,First State of the Mechano-Faktura (I Stade de la Mécano-Facture),1923.0
Sándor (Alexander) Bortnyik,1893,Pictoral Architecture 31,1921.0
Jan Dibbets,1941,Panorama Israel,1972.0
Florence Henri,1893,Black-White-Silver No. 11,1921.0
Paul Joostens,1889,Colored Collage,1917.0
Lajos Kassák,1887,Untitled (Twintig),1921.0
Willem van Leusden,1886,Wajang Composition No. 4,1916.0
Elizabeth Butterworth,1949,Sue Lowell,1977.0
Peter De Francia,1921,Illustration for Aimé Césaire's Diary of a Return to the Native Country,1978.0
Otto Nebel,1892,Fiesole,1931.0
Pat Lasch,1944,Wedding Veil,1978.0
Gerardo Pita,1950,Pomegranates,1978.0
Paul Rotterdam,1939,Convent II,1979.0
Everett Shinn,1873,Pont Neuf,1900.0
Janis Muncis,1886,Set design for the play The Dictator,1931.0
Lothar Schreyer,1886,Colorsound 4 (Farbklang 4),1923.0
Cecil Stephenson,1889,"Composition I: Gray, Blue and Brown",1939.0
Fritz Stuckenberg,1881,Opium,1917.0
Sergei Vasilevich Tchekonine,1879,Cover-Design,1924.0
Gabriele Münter,1877,Interior (Das Interieur),1908.0
David Diao,1943,Continuous Drawings #5 (3 Parts),1969.0
Thomas George,1918,"Norway Series, #20, Telemark",1966.0
Linda Lindeberg,1915,Hanging Man,1962.0
Alexandre Benois,1870,Costume design for the opera Sadko,1931.0
Charles Addams,1912,"""Whatever the Gods are, They Aren't Angry""",1964.0
James McGarrell,1930,"Inventions, IX",1964.0
Herbert Ferber,1906,Study for Metamorphosis,1947.0
Maria Reuter,1929,Mirror and Shadow,1962.0
Miroslaw Balka,1958,Moulting,1988.0
Willys de Castro,1926,Abstract (Abstrato),1957.0
Betty Goodwin,1923,"Figure/Ladder Series, IV",1996.0
Bob Kane,1916,"Drawing for Sunday comic strip ""BATMAN""",1967.0
Robert Overby,1935,Untitled (23 November 1970),1970.0
Tadashi Sato,1923,Reflection No. 2,1958.0
Lygia Pape,1927,Book of Creation,1959.0
Louis Hayet,1864,At the Theatre,1888.0
Sidney Tillim,1925,The Song,1970.0
Robert Malaval,1937,PROJET CARNAVAL: L'ALIMENT BLANCCHAR NO. I(2EME VERSION). LA LARVE,1964.0
Thomas Hart Benton,1889,Study for Homestead,1928.0
José Milner Cajahuaringa,1932,Cargadores,1963.0
Miguel Conde,1939,Estudio de Paris,1964.0
Pedro Coronel,1923,Imaginary Landscape No. 11,1965.0
Christina Galvez,1918,Study of a Dog,1968.0
Rafael Hastings,1945,WHO? VII,1968.0
Alexandre Arrechea,1970,Proyecto de Acumulacion de Materiales (Project of Accumulation of Materials),1999.0
Dagoberto Rodriguez,1969,Proyecto de Acumulacion de Materiales (Project of Accumulation of Materials),1999.0
Marco Castillo,1971,Proyecto de Acumulacion de Materiales (Project of Accumulation of Materials),1999.0
Juan Muñoz,1953,Untitled (Facing Balconies),1984.0
Elizabeth Peyton,1965,Liam,1996.0
José Toirac,1966,Anniversary,1999.0
Helena (Mie Yuan Wong) Wong,1938,Matinal,1966.0
Viaceslav Kalinin,1939,Gypsies in the City,1966.0
Dimitri Petrovich Plavinsky,1937,Palegraphic Composition,1966.0
Rómulo Macció,1931,The Symbols,1967.0
Raymond Mason,1922,Studies For Sculpture,1963.0
Sewell Sillman,1924,ORB #4,1967.0
Colin Lanceley,1938,Siegfried,1967.0
Eugène Atget,1857,Tuileries Sanglier / d'apres l'antique,1911.0
Rogi André (Rozsa Klein),1905,Fernand Léger,1935.0
Berenice Abbott,1898,"Exchange Place, New York",1933.0
Harry Callahan,1912,Ireland,1979.0
Jo Ann Callis,1940,Woman Twirling,1985.0
Alfred Capel Cure,1826,North Front of the Rock of Gibraltar,1852.0
Robert Cumming,1943,"Toy Boat Afloat in Small Pond; Upon Setting Sail, Sinks Reflection",1974.0
Peter Campus,1937,Dusk,1991.0
Diane Arbus,1923,"Four people in evening dress in conversation, 1968",1968.0
Walker Evans,1903,"Houses, Salem, Massachusetts",1932.0
Alexander Alland,1902,The Old Bridge,1938.0
James Casebere,1953,Covered Wagons,1985.0
Elaine Mayes,1938,"Kenneth Williams, Age 22",1968.0
Edward Cheney,1800,Ludlow Castle,1858.0
Robert Adams,1937,"Outdoor Theater and Cheyenne Mountain, Colorado Springs, Colorado",1968.0
Mariana Cook,1955,Cornelius and Cybel Castoriadis,1991.0
John Coplans,1920,Hands Holding Feet,1985.0
Lee Friedlander,1934,"New City, New York",1974.0
Captain William de Wiveleslie Abney,1843,Thebes and Its Five Greater Temples,1876.0
Helmar Lerski,1871,Portrait of Renée Sintenis,1931.0
Auguste-Rosalie Bisson,1826,"Pier, Lintel and Strap Hinge of Vierge Portal, Notre Dame of Paris",1850.0
Louis-Auguste Bisson,1814,"Pier, Lintel and Strap Hinge of Vierge Portal, Notre Dame of Paris",1850.0
Michael Ciavolino,1924,"Boat Ride, Rye Beach",1962.0
Ken Graves,1942,"Amateur Fighter with Towel, Atlantic City, New Jersey",1989.0
William R. Current,1923,"Entrance to Rockcut Dwelling, Bandelier National Monument",1962.0
Trude Fleischmann,1895,The Thimigs,1930.0
John B. Greene,1832,"El-Kantara Bridge, Constantine",1855.0
Ansel Adams,1902,New Mexico,1933.0
Dwain Faubion,1921,"Damned if You Do, Damned if You Don't",1963.0
Jeanne Dunning,1960,Sample,1990.0
Lewis Wickes Hine,1874,Breaker Boys in a Pennsylvania Coal Mine,1911.0
Joel Meyerowitz,1938,MAN,1963.0
Paul L. Anderson,1880,October Morning in the Berkshires,1917.0
Stephen Perrin,1932,"Peter on Nauset Beach, Cape Cod",1963.0
Alfred Stieglitz,1864,Equivalent,1929.0
Jacques-Henri Lartigue,1894,The Beach at Villerville,1908.0
David Vestal,1924,"Vaqueiro, Xique-Xique, Sertao da Bahia, Brazil",1961.0
Eadweard J. Muybridge,1830,Woman Ascending an Incline: Plate 79 from Animal Locomotion (1887),1884.0
Kenneth Josephson,1932,England,1990.0
Ruth Bernhard,1905,Puddle,1939.0
Birney Imes III,1951,"Rock and Willie, Lowndes County, Mississippi",1982.0
William Klein,1928,"30 Kopek, Moscow",1960.0
Pierre Betz,1899,A Café,1930.0
Adrian Siegel,1898,Emanuel Feuermann,1942.0
Gregory Conniff,1944,"Skowhegan, Maine",1980.0
Antoine Samuel Adam-Salomon,1818,Ernest Renan,1860.0
Alvin Langdon Coburn,1882,Grand Canyon,1911.0
Arnold Crane,1932,Walker Evans,1971.0
Edwin Hale Lincoln,1848,Thistle,1893.0
Emmet Gowin,1941,Harry Callahan,1967.0
James Mudd,1821,New South Wales Government Railway,1865.0
Paul Carter,1903,Tubercular Mother and Child,1937.0
Joseph Breitenbach,1896,Fragrance of Camphor,1938.0
Murray Riss,1940,Faces in Tree #1,1968.0
James Bartlett Rich,1866,"STOPPING OFF FOR LUNCH, ROUTE 143, THE ONTELAUNEE CREEK, NEAR KEMPTON, BERKS COUNTY, PENNSYLVANIA",1931.0
Nicholas Africano,1948,Untitled from the series Glenn Johnson,1981.0
Olympe Aguado de las Marismas,1827,FOREST OF FONTAINEBLEAU,1855.0
Roger Fenton,1819,The Valley of the Shadow of Death,1855.0
Harold Eugene Edgerton,1903,Golfer,1937.0
Étienne Carjat,1829,Gioacchino Rossini,1862.0
Tina Barney,1945,The Landscape,1988.0
Edward Weston,1886,"Church Door, Hornitos",1940.0
Felice Beato,1825,"Angle of North Taku Fort at Which the French Entered, August 21st",1860.0
Dorothea Lange,1895,Cotton Hoers,1937.0
Reed Estabrook,1944,118 N. Main St,1969.0
Ken Domon,1909,Mr. and Mrs. Kotani: Two Who Have Suffered from the Bomb,1957.0
August Sander,1876,The Painter Gottfried Brockmann,1924.0
Henry F. Swift,1890,Two Hands,1930.0
Lisette Model,1901,Coney Island,1940.0
Nadar (Gaspard-Félix Tournachon),1820,Champfleury,1860.0
Benno Friedman,1945,"Ordinary Santa Fe Portrait, No. 9A",1969.0
David Marshall Graham,1952,"Marge Gapp's Studio, Philadelphia, Pennsylvania",1979.0
Aaron Siskind,1903,"Wickenberg, Arizona",1949.0
Mieczyslaw Berman,1903,"Help Me to Conquer England and America, So That I Can Make the World a Workers' Aristocracy For You",1944.0
Andreas Feininger,1906,Leaf Pattern,1935.0
Brett Weston,1911,Midtown,1945.0
Kenneth J. Botto,1937,Phantom Rig,1987.0
Alexander Gardner,1821,"Gardner's Photographic Sketchbook of the War, Vol. I",1861.0
Cedric Wright,1889,ALBACALUS DETAIL (on Ragged Peak),1945.0
Jan Groover,1943,King's Red Vertical with Clapboard,1977.0
Henry Hamilton Bennett,1843,"Devil's Lake, Wisconsin Dells",1874.0
Maureen Bisilliat,1931,Torso Treated as a Grecian Frieze,1971.0
Alfred A. Hart,1816,"Rounding Cape Horn. Road to Iowa Hill from the River, in the Distance",1869.0
Julia Margaret Cameron,1815,Venus Chiding Cupid and Removing His Wings,1872.0
David Levinthal,1949,"Untitled from the series ""Desire""",1990.0
Clara E. Sipprell,1885,"New York City, Old and New",1920.0
Theodor Jung,1906,"Farm Family, Indiana",1935.0
William Henry Jackson,1843,"Mirror Lake and Lake Placid, New York",1900.0
Pierre Petit,1832,Emile Erckmann and Alexandre Chatrian,1870.0
Ilse Bing,1899,"French Cancan, Moulin Rouge, Paris",1931.0
Arnold Newman,1918,Old Lady and Victorian Sofa,1941.0
James Craig Annan,1864,"""'A Gitana returning from market, Granada""",1905.0
Guillaume-Benjamin-Armand Duchenne de Boulogne,1806,"Fright, from Mechanics of Human Physiognomy",1855.0
Adrien Tournachon,1825,"Fright, from Mechanics of Human Physiognomy",1855.0
Mathew B. Brady (studio of),1823,Edwin Forrest,1861.0
George Platt Lynes,1907,Aldous Huxley,1946.0
Lennart Olson,1925,"Ste Agenes, Provence",1955.0
Roy DeCarava,1919,Man with Portfolio,1959.0
Peter Henry Emerson,1856,Pictures of East Anglian Life,1888.0
Mary Kocol,1962,"Christmas Window, Somerville, Massachusetts",1989.0
John Paul Edwards,1883,PIONEER CABIN,
Joe Steinmetz,1905,"Tupperware Party, Sarasota, Florida",1958.0
Carl Chiarenza,1935,Charlestown 69,1976.0
Francis Frith,1822,"The Street called Straight, Damascus (Frontispiece)",1858.0
Gordon Coster,1906,Street Fair,1940.0
Paul Strand,1890,Driftwood,1929.0
Tim Gidal,1909,"Beer Hall, Munich",1931.0
Philip-Lorca diCorcia,1951,David,1990.0
Faurest Davis,1906,California Landscape,1940.0
James Dow,1942,"Motel Sign at Night, Chattanooga, Tennessee",1979.0
Edward Curtis,1868,"Masked Dancers in Canoes, Qagyuhi",1914.0
Eva Lipman,1946,"Amateur Fighter, Washington, D.C,",1990.0
Christian Belpaire,1949,"Hato Amparo Rio Las Mercedes, Apure, Venezuela",1979.0
Dieter Appelt,1935,The Field,1991.0
Barbara Morgan,1900,Merce Cunningham: Totem Ancestor,1942.0
Ernest Knee,1917,Dead Tree and Building,1938.0
Margaret Bourke-White,1904,"The Towering Smokestacks of the Otis Steel Co., Cleveland",1927.0
Felix Bonfils,1831,"Damascus, Syria, Tomb of Muhammad's Daughter",1870.0
Ken Miller,1958,Deco I,1988.0
Shimon Attie,1957,"Almstadtstrasse 43, Berlin (1930)",1991.0
Russell Lee,1903,"A View of a Side of Building, East Pauley, a framer living near Smithfield, Iowa",1936.0
Édouard Boubat,1923,Moscow,1963.0
William Eggleston,1939,"Tallahatchie County, Mississippi",1970.0
Nicholas Nixon,1947,"The Brown Sisters, East Greenwich, Rhode Island",1980.0
Richard Benson,1943,White Skiff,1981.0
Gilles Peress,1946,"Falls Unemployment Agency, Falls Road",1988.0
Paul Caponigro,1932,"Ice, Newton Center, Massachusetts",1960.0
Albert Renger-Patzsch,1897,The Little Tree,1929.0
Barbara Kasten,1936,Construct NYC 17,1984.0
Charles Marville,1813,"Columnar Figures of the North Porch, Chartres Cathedral",1853.0
Connie Imboden,1953,Dead Silences,1988.0
Wright Morris,1910,"Model T in Shed, Home Place, near Norfolk, Nebraska, Ford in Shed, The Home Place, near Norfolk, Nebraska",1947.0
Geoffrey Biddle,1950,"Untitled from the series ""Alphabet City""",1977.0
Tranquillo Casiraghi,1923,A Young Factory Worker,1955.0
Thomas Roma,1950,Brooklyn Gardens,1980.0
Leon Levinstein,1910,"Lower East Side, New York",1963.0
Karen Klugman,1946,Headsets,1989.0
Jorge Ribalta,1963,Untitled (#14),1987.0
Helen Levitt,1913,Mexico,1941.0
Carlo Cisventi,1929,Carnival in Naples,1961.0
Karl Struss,1886,"Shadows, New York",1909.0
Zofia Rydet,1911,Untitled from Sociological Record,1984.0
Bill Brandt,1904,Top Withens,1945.0
Peter H. Buckley,1925,"The Bull Attacks, Bilbao",1951.0
Édouard-Denis Baldus,1813,Moulins a Eau en Auvergne,1852.0
William Stephen Sutton,1956,Saquaro National Monument,1980.0
Zeke Berman,1951,Table Study,1983.0
Rudy Burckhardt,1914,An Afternoon in Astoria,1940.0
Abraham Shterenberg,1894,Pasternak Reading Rilke,1930.0
William England,1816,Niagara Suspension Bridge,1859.0
Clarence Kennedy,1892,Entrance Arch of the Chapel and the Tomb,1933.0
John Edward Devine,1944,"Tree, New Haven",1977.0
Herbert B. Nichols,1907,Edwin Land Announcing New Polaroid Camera,1947.0
William Henry Pigou,1818,"Huryhur, Stone with Inscription from the book Architecture in Dharwar and Mysore",1855.0
Walter Rosenblum,1919,"Four Women on a Sidewalk, Pitt St., New York, 1941",1934.0
William A. Garnett,1916,Erosion and Strip Farms,1951.0
David Douglas Duncan,1916,Korea,1950.0
Nic Nicosia,1951,Real Pictures #11,1988.0
Mark Steinmetz,1961,Knoxville,1992.0
Arthur Rothstein,1915,"A Kincaider who is Still Proving his Claim with One Year to Go, Pennington County, South Dakota, (Man playing fiddle)",1936.0
Francis Bruguière,1879,The Faithful,1919.0
Roger Mertin,1942,"Tree, Rochester, New York",1973.0
Robert Frank,1924,"Barber Shop through Screen Door--McClellanville, South Carolina",1955.0
John Thomson,1837,"Illustrations of China and Its People. A Series of Two Hundred Photographs, with Letterpress Descriptive of the Places and People Represented",1873.0
Charles H. Breed,1876,"Anne, Elizabeth and Henry Breed, children of Charles Breed",1915.0
Jon T. O'Neal,1957,Untitled from The Bonham Project,1986.0
Judith Joy Ross,1946,"Karen J. Bresch, Full-Time Administrator of 3622 Maintenance Co., Assisting in Mobilization of Natl. Guard Unit 3622 for Operation Desert Shield",1990.0
Shirley C. Burden,1908,(Bell),1900.0
Tad Yamashiro,1930,Light Barking Around,1980.0
Anne Marie Fishbein,1958,Russia,1991.0
Earl Iversen,1943,"Fortress, Quebec, Canada",1973.0
Manuel Álvarez Bravo,1902,"Coyoacan, Mexico, D.F",1975.0
Suzanne R. Dworsky,1929,Sunflower I,1978.0
Chris Schiavo,1961,Morning Paper,1988.0
David Seltzer,1947,ONE OF THE MOST POWERFUL MEN IN EUROPE,1989.0
Sebastian Rodriguez,1896,"Clerk in the Morococha Municipality, Peru",1930.0
Sage Sohier,1954,"Gordon and Jim, with Gordon's Mother Margot, San Diego, California",1987.0
Louis Stettner,1922,"Family Walking, 14th arrondissement (Manège) Paris",1949.0
Charles Harbutt,1935,Blind Boy,1961.0
William E. Macnaughtan,1872,A Connecticut River,1912.0
Stephen Shore,1947,"County of Sutherland, Scotland, 1988",1988.0
Ralph Steiner,1899,Hanging Sheets,1960.0
Declan Haun,1937,WELCOME DADDY GRACE MCCOLLOUGH,1964.0
Wynn Bullock,1902,The Bird,1958.0
Ted Croner,1922,Taxi - New York - Night,1947.0
W. Eugene Smith,1918,Rahsaan Roland Kirk,1964.0
Charles Thurston Thompson,1816,English Machine Tools,1862.0
Matthias Hoch,1958,"Clinic #6, Aachen. (Klinikum #6, Aachen)",1995.0
Henri Le Secq,1818,"Clock Tower, Chartres",1852.0
Yasuhiro Ishimoto,1921,"Newspapers Blowing, Chicago",1959.0
Steve Szabo,1940,O.C. Smith Farm,1972.0
Eugene Richards,1944,Thai Priest,1977.0
James Sinclair (14th Earl of Caithness),1821,Queen Adelaide's Beech,1864.0
David Stephenson,1955,"Navajo Irrigation Project, New Mexico",1979.0
Curt Richter,1956,"Eudora Welty, Winter 1989",1989.0
Hugo Erfurth,1874,Oskar Kokoschka,1919.0
Ed Feingersh,1925,Jazz Musician,1950.0
Thomas F. Barrow,1938,Homage to P.M.,1968.0
John Miller,1948,Poplar,1975.0
George A. Tice,1938,"First Street, Dixon, Illinois",1985.0
Jerry Uelsmann,1934,Sky House,1967.0
Dornac (Paul François Arnold Cardon),1859,Paul Verlaine,1892.0
Félix Teynard,1817,"Es-Sebua. Temple, General View of the Pylon",1851.0
Arnold Gassan,1930,Untitled from the series The Grottoes,1968.0
Nancy Hellebrand,1944,Mrs. O'Neill,1974.0
Neil Trager,1947,JERRY,1976.0
Carleton E. Watkins,1829,"George Davidson's Earth Measuring Apparatus, Yolo Base Line Project, near Davis, California",1881.0
Oliver Wasow,1960,Untitled #227,1988.0
Jay Leyda,1910,Leaf Form,1925.0
Eugène Druet,1868,Rodin's Age of Bronze,1898.0
Dan Weiner,1919,Burlington Mills (Vice Pesident Lazar),1950.0
Sheron Rupp,1943,"Untitled (Belt Creek, Montana)",1996.0
René Groebli,1927,Nude Dressing,1953.0
Tod Papageorge,1940,"El Cerrito, California",1975.0
James Anderson,1813,"Michaelangelo's Moses, Rome",1852.0
Darius Kinsey,1869,Loggers and Big Cedar,1908.0
Eugene Buechel,1874,Nona Sharp Fish on Day of First Communion,1936.0
Monika Andersson,1957,Jakob and Lars,1984.0
Clarence John Laughlin,1905,The Fierce-Eyed Building,1938.0
Lola Álvarez Bravo,1907,El Número 17,1958.0
Linnaeus Tripe,1822,"The Inner Façade of the Gateway of the East Gopuram, Great Pagoda, Madura",1856.0
Syl Labrot,1929,10 Synthetic Landscapes,1974.0
Orrin Sage Wightman,1873,"A Study in Heads and Feet, Women's Battalion",1917.0
Charles Aubry,1811,Leaf Arrangement with Foreshortening,1864.0
Fritz Goro,1901,"Musk Ox Bull in Panic, Northern Canadian Tundra, Musk ox",1954.0
Auguste Salzmann,1824,"Mount Sion, Jerusalem",1854.0
Horst P. Horst,1906,"Costume for Salvador Dali's ""Dream of Venus"". (woman with a lobster on her head)",1939.0
Thomas Bamberger,1948,Untitled. (artificial suburban pond),1994.0
Ernst Haas,1921,"Homecoming Prisoners, Vienna",1947.0
Stephen Mindel,1938,VFW,1968.0
Lois Conner,1951,"Hangzhou, China",1984.0
Gay Block,1942,"Hector, Wexaco, Texas",1985.0
Uta Barth,1958,Ground #35,1994.0
Carrie Mae Weems,1953,From Here I Saw What Happened and I Cried,1995.0
George Woodman,1932,Dionysus-Hera,1987.0
Robert Howlett,1831,Isambard Kingdom Brunel and the Launching Chains of the Great Eastern,1857.0
Gerd Bonfert,1953,D 91-3,1991.0
Helen Chadwick,1953,"Number 11, from the series Bad Blooms",1992.0
Erich Hartmann,1922,Balzac,1963.0
Betty Hahn,1940,Girl by Four Highways,1968.0
Mark Feldstein,1937,Nero,1985.0
André-Adolphe-Eugène Disdéri,1819,José Manuel Hidalgo,1860.0
W. Grancel Fitz,1894,Cellophane,1928.0
Samuel Bourne,1834,"Poplar Avenue, from the Middle, Kashmir",1864.0
David Octavius Hill,1802,"D.O. Hill: Calotypes, The Ritchie Album",1843.0
Jeffrey Silverthorne,1946,Girl with Mask,1969.0
Robert N. Friedman,1948,"Lincoln, Nebraska",1983.0
Louis Faurer,1916,"Barnum & Bailey Circus Performers, Old Madison Square Garden, New York",1950.0
David T. Hanson,1948,"Colstrip, Montana",1984.0
Stephen R. Milanowski,1953,"The Bikers' Blessing, Baldwin, Michigan",1992.0
Larry Stark,1940,Official Government Photography Area,1969.0
Ralph Gibson,1939,MODEL A FORD IN THE RAIN,1968.0
Lotte Jacobi,1896,Henri Barbusse,1933.0
Kosti Ruohomaa,1914,"Union, Knox Country, Maine",1950.0
Clarence H. White,1871,"Autumn, the Larsen Dancers",1924.0
An-My Lê,1960,"Untitled, Mekong Delta",1994.0
Adolf De Meyer,1868,Tomb of I'timād-ud-Daulah,1900.0
Louis-Émile Durandelle,1839,"Untitled from the album Sculpture ornementale, le Nouvel Opèra de Paris (Ornamental Sculpture of the New Paris Opera)",1865.0
Dan Budnik,1933,"David Smith Arc Welding Primo Piano III in his Studio, Terminal Iron Works, Bolton Landing, New York",1962.0
Frederick H. Evans,1853,"Chateau D'Amboise, Chapel",1907.0
Henri-Victor Regnault,1810,"The Ladder, Sèvres Porcelain Manufactory",1853.0
John Timothy Close,1958,Environment/Anti Environment #27,1983.0
Carl Mydans,1907,"Day Laborer and Wife, Migrants, Arkansas",1936.0
Morris Engel,1918,Street Scene; Subway Kiosk,1940.0
Adolphe Terris,1820,Construction of Rue Impériale in Marseille. View of the Construction Site from the Middle of Rue Montbrion,1863.0
Robert Macpherson,1811,ST. PETER'S CATHEDRAL,1860.0
Toba Tucker,1935,Elizabeth Bess-Haile,1985.0
Al Lieberman,1939,"Portage, Wisconsin",1970.0
James Robertson,1813,Temple of Athena Nike,1854.0
Paul Graham,1956,"Republican Parade, Strabane, Ireland",1986.0
Lisa Larsen,1925,Krishna Menon,1955.0
Joseph Sterling,1936,Teenagers,1960.0
Timothy O'Sullivan,1840,"Ancient Ruins in the Cañon de Chelle, New Mexico. In a Niche Fifty Feet Above Present Cañon Bed",1873.0
Bill Arnold,1941,Honey under Sink,1971.0
Henry Wessel,1942,"Confusion Range, Utah",1972.0
Per Maning,1943,Leo,1986.0
Genevieve Naylor,1914,"Anteroom to Mayor's Office in São João del Rei, Brazil",1942.0
Roger Mayne,1929,"Snow in Bethnal Green, London",1955.0
Jerome Liebling,1924,"Black Feet Reservation, Montana",1962.0
Naomi Savage,1927,Beforehand,1968.0
Gjon Mili,1904,Conductor Conducting in 3/4 Time,1945.0
Bradford Washburn,1910,PLASTIC FLOW AND DIFFERENTIAL SEEN IN THE SURFACE OF THE GREAT BERING GLACIER,1938.0
